xcor-init-pos,ycor-init-pos,floor-id-init-pos,platform-init-pos,floor-x-init-pos,floor-y-init-pos,floor-transition,xcor-final-pos,ycor-final-pos,floor-id-final-pos,platform--final-pos,floor-x-final-pos,floor-y-final-pos,heading,crowdness-0.8,crowdness-1,crowdness-1.2,crowdness-1.4
50202,0,43.10764286089609,4.488704674294409,1,1,11,3,none,43.10764286089609,4.488704674294409,1,1,11,3,171,0,0,0,0
50202,0,43.04311123071319,4.195727424826234,1,1,11,3,none,43.04311123071319,4.195727424826234,1,1,11,3,192.42171295394826,0,0,0,0
50202,1,42.9671335129377,4.4859469734469775,1,1,11,3,none,42.9671335129377,4.4859469734469775,1,1,11,3,345.3295493069619,0,0,0,0
50202,2,42.89115579516221,4.7761665220677205,1,1,11,4,none,42.89115579516221,4.7761665220677205,1,1,11,4,345.32954930696184,0,0,0,0
50202,3,42.81517807738672,5.066386070688464,1,1,11,4,none,42.81517807738672,5.066386070688464,1,1,11,4,345.3295493069618,0,0,0,0
50202,4,42.73920035961123,5.356605619309207,1,1,11,4,none,42.73920035961123,5.356605619309207,1,1,11,4,345.32954930696184,0,0,0,0
50202,5,42.66322264183574,5.64682516792995,1,1,11,5,none,42.66322264183574,5.64682516792995,1,1,11,5,345.3295493069618,0,0,0,0
50202,6,42.58724492406025,5.937044716550693,1,1,11,5,none,42.58724492406025,5.937044716550693,1,1,11,5,345.32954930696184,0,0,0,0
50202,7,42.51126720628476,6.227264265171436,1,1,11,5,none,42.51126720628476,6.227264265171436,1,1,11,5,345.3295493069618,0,0,0,0
50202,8,42.43528948850927,6.517483813792179,1,1,10,6,none,42.43528948850927,6.517483813792179,1,1,10,6,345.32954930696184,0,0,0,0
50202,9,42.359311770733775,6.807703362412922,1,1,10,6,none,42.359311770733775,6.807703362412922,1,1,10,6,345.3295493069618,0,0,0,0
50202,10,42.28333405295829,7.097922911033665,1,1,10,6,none,42.28333405295829,7.097922911033665,1,1,10,6,345.32954930696184,0,0,0,0
50202,11,42.207356335182794,7.388142459654408,1,1,10,6,none,42.207356335182794,7.388142459654408,1,1,10,6,345.3295493069618,0,0,0,0
50202,12,42.13137861740731,7.678362008275151,1,1,10,7,none,42.13137861740731,7.678362008275151,1,1,10,7,345.32954930696184,0,0,0,0
50202,13,42.05540089963181,7.968581556895894,1,1,10,7,none,42.05540089963181,7.968581556895894,1,1,10,7,345.3295493069618,0,0,0,0
50202,14,41.979423181856326,8.258801105516637,1,1,10,7,none,41.979423181856326,8.258801105516637,1,1,10,7,345.32954930696184,0,0,0,0
50202,15,41.90344546408083,8.54902065413738,1,1,10,8,none,41.90344546408083,8.54902065413738,1,1,10,8,345.3295493069618,0,0,0,0
50202,16,41.827467746305345,8.839240202758123,1,1,10,8,none,41.827467746305345,8.839240202758123,1,1,10,8,345.32954930696184,0,0,0,0
50202,17,41.75149002852985,9.129459751378866,1,1,10,8,none,41.75149002852985,9.129459751378866,1,1,10,8,345.3295493069618,0,0,0,0
50202,18,41.675512310754364,9.41967929999961,1,1,10,8,none,41.675512310754364,9.41967929999961,1,1,10,8,345.3295493069619,0,0,0,0
50202,19,41.59953459297887,9.709898848620352,1,1,10,9,none,41.59953459297887,9.709898848620352,1,1,10,9,345.3295493069618,0,0,0,0
50202,20,41.52355687520338,10.000118397241096,1,1,10,9,none,41.52355687520338,10.000118397241096,1,1,10,9,345.3295493069619,0,0,0,0
50202,21,41.44757915742789,10.290337945861838,1,1,9,9,none,41.44757915742789,10.290337945861838,1,1,9,9,345.3295493069618,0,0,0,0
50202,22,41.3716014396524,10.580557494482582,1,1,9,10,none,41.3716014396524,10.580557494482582,1,1,9,10,345.3295493069619,0,0,0,0
50202,23,41.29562372187691,10.870777043103324,1,1,9,10,none,41.29562372187691,10.870777043103324,1,1,9,10,345.3295493069618,0,0,0,0
50202,24,41.21964600410142,11.160996591724068,1,1,9,10,none,41.21964600410142,11.160996591724068,1,1,9,10,345.3295493069619,0,0,0,0
50202,25,41.143668286325926,11.45121614034481,1,1,9,10,none,41.143668286325926,11.45121614034481,1,1,9,10,345.32954930696167,0,0,0,0
50202,26,41.06769056855044,11.741435688965554,1,1,9,11,none,41.06769056855044,11.741435688965554,1,1,9,11,345.32954930696195,0,0,0,0
50202,27,41.06444605720459,12.041418143696038,1,1,9,11,none,41.06444605720459,12.041418143696038,1,1,9,11,359.3803318973508,0,0,0,0
50202,28,41.061201545858744,12.341400598426523,1,1,9,11,none,41.061201545858744,12.341400598426523,1,1,9,11,359.38033189735086,0,0,0,0
50202,29,41.057957034512896,12.641383053157007,1,1,9,12,none,41.057957034512896,12.641383053157007,1,1,9,12,359.38033189735086,0,0,0,0
50202,30,41.05471252316705,12.941365507887491,1,1,9,12,none,41.05471252316705,12.941365507887491,1,1,9,12,359.38033189735086,0,0,0,0
50202,31,41.0514680118212,13.241347962617976,1,1,9,12,none,41.0514680118212,13.241347962617976,1,1,9,12,359.38033189735086,0,0,0,0
50202,32,41.04822350047535,13.54133041734846,1,1,9,13,none,41.04822350047535,13.54133041734846,1,1,9,13,359.3803318973509,0,0,0,0
50202,33,41.044978989129504,13.841312872078944,1,1,9,13,none,41.044978989129504,13.841312872078944,1,1,9,13,359.3803318973509,0,0,0,0
50202,34,41.041734477783656,14.141295326809429,1,1,9,13,none,41.041734477783656,14.141295326809429,1,1,9,13,359.3803318973509,0,0,0,0
50202,35,41.03848996643781,14.441277781539913,1,1,9,13,none,41.03848996643781,14.441277781539913,1,1,9,13,359.38033189735097,0,0,0,0
