who,tick,xcor-init-pos,ycor-init-pos,floor-id-init-pos,platform-init-pos,floor-x-init-pos,floor-y-init-pos,floor-transition,xcor-final-pos,ycor-final-pos,floor-id-final-pos,platform--final-pos,floor-x-final-pos,floor-y-final-pos,heading,crowdness-0.8,crowdness-1,crowdness-1.2,crowdness-1.4
405,0,5.778838501315007,15.597595056887041,0,0,5,15,none,5.778838501315007,15.597595056887041,0,0,5,15,19,0,0,0,0
405,1,5.923333250083657,15.860504295177149,0,0,5,15,none,5.923333250083657,15.860504295177149,0,0,5,15,28.793166919773967,0,0,0,0
405,2,6.132280908902934,16.075773605284148,0,0,5,15,none,6.132280908902934,16.075773605284148,0,0,5,15,44.146245536599736,0,0,0,0
405,3,6.341228567722211,16.291042915391145,0,0,5,15,none,6.341228567722211,16.291042915391145,0,0,5,15,44.146245536599736,0,0,0,0
405,4,6.550176226541487,16.506312225498142,0,0,6,16,none,6.550176226541487,16.506312225498142,0,0,6,16,44.146245536599736,0,0,0,0
405,5,6.759123885360764,16.72158153560514,0,0,6,16,none,6.759123885360764,16.72158153560514,0,0,6,16,44.146245536599736,0,0,0,0
405,6,6.968071544180041,16.936850845712137,0,0,6,16,none,6.968071544180041,16.936850845712137,0,0,6,16,44.146245536599736,0,0,0,0
405,7,7.177019202999317,17.152120155819134,0,0,6,16,none,7.177019202999317,17.152120155819134,0,0,6,16,44.14624553659962,0,0,0,0
405,8,7.385966861818594,17.36738946592613,0,0,6,16,none,7.385966861818594,17.36738946592613,0,0,6,16,44.14624553659962,0,0,0,0
405,9,7.59491452063787,17.58265877603313,0,0,7,17,none,7.59491452063787,17.58265877603313,0,0,7,17,44.14624553659951,0,0,0,0
405,10,7.617284777077296,17.88182356611852,0,0,7,17,none,7.617284777077296,17.88182356611852,0,0,7,17,4.276373527479564,0,0,0,0
405,11,7.639655033516721,18.18098835620391,0,0,7,17,none,7.639655033516721,18.18098835620391,0,0,7,17,4.276373527479564,0,0,0,0
405,12,7.662025289956147,18.480153146289297,0,0,7,17,none,7.662025289956147,18.480153146289297,0,0,7,17,4.276373527479564,0,0,0,0
405,13,7.684395546395573,18.779317936374685,0,0,7,18,none,7.684395546395573,18.779317936374685,0,0,7,18,4.276373527479564,0,0,0,0
405,14,7.706765802834998,19.078482726460074,0,0,7,18,none,7.706765802834998,19.078482726460074,0,0,7,18,4.276373527479564,0,0,0,0
405,15,7.729136059274424,19.377647516545462,0,0,7,18,none,7.729136059274424,19.377647516545462,0,0,7,18,4.276373527479507,0,0,0,0
405,16,7.75150631571385,19.67681230663085,0,0,7,19,none,7.75150631571385,19.67681230663085,0,0,7,19,4.276373527479507,0,0,0,0
405,17,7.773876572153275,19.97597709671624,0,0,7,19,none,7.773876572153275,19.97597709671624,0,0,7,19,4.276373527479507,0,0,0,0
405,18,7.796246828592701,20.275141886801627,0,0,7,19,none,7.796246828592701,20.275141886801627,0,0,7,19,4.276373527479507,0,0,0,0
405,19,7.818617085032127,20.574306676887016,0,0,7,20,none,7.818617085032127,20.574306676887016,0,0,7,20,4.276373527479507,0,0,0,0
405,20,7.8409873414715525,20.873471466972404,0,0,7,20,none,7.8409873414715525,20.873471466972404,0,0,7,20,4.276373527479507,0,0,0,0
405,21,7.863357597910978,21.172636257057793,0,0,7,20,none,7.863357597910978,21.172636257057793,0,0,7,20,4.276373527479507,0,0,0,0
405,22,7.885727854350404,21.47180104714318,0,0,7,20,none,7.885727854350404,21.47180104714318,0,0,7,20,4.276373527479507,0,0,0,0
405,23,7.90809811078983,21.77096583722857,0,0,7,21,none,7.90809811078983,21.77096583722857,0,0,7,21,4.276373527479507,0,0,0,0
405,24,7.930468367229254,22.070130627313958,0,0,7,21,none,7.930468367229254,22.070130627313958,0,0,7,21,4.27637352747945,0,0,0,0
405,25,7.95283862366868,22.369295417399346,0,0,7,21,none,7.95283862366868,22.369295417399346,0,0,7,21,4.276373527479507,0,0,0,0
405,26,7.975208880108105,22.668460207484735,0,0,7,22,none,7.975208880108105,22.668460207484735,0,0,7,22,4.27637352747945,0,0,0,0
405,27,8.27500664853928,22.67947374659293,0,0,7,22,none,8.27500664853928,22.67947374659293,0,0,7,22,87.89609619989375,0,0,0,0
405,28,8.574804416970455,22.690487285701124,0,0,8,22,none,8.574804416970455,22.690487285701124,0,0,8,22,87.89609619989375,0,0,0,0
405,29,8.87460218540163,22.70150082480932,0,0,8,22,none,8.87460218540163,22.70150082480932,0,0,8,22,87.89609619989375,0,0,0,0
405,30,9.174399953832804,22.712514363917514,0,0,8,22,none,9.174399953832804,22.712514363917514,0,0,8,22,87.89609619989375,0,0,0,0
405,31,9.474197722263979,22.72352790302571,0,0,8,22,none,9.474197722263979,22.72352790302571,0,0,8,22,87.8960961998938,0,0,0,0
405,32,9.773995490695153,22.734541442133903,0,0,9,22,none,9.773995490695153,22.734541442133903,0,0,9,22,87.8960961998938,0,0,0,0
405,33,10.073793259126328,22.745554981242098,0,0,9,22,none,10.073793259126328,22.745554981242098,0,0,9,22,87.8960961998938,0,0,0,0
405,34,10.373591027557502,22.756568520350292,0,0,9,22,none,10.373591027557502,22.756568520350292,0,0,9,22,87.8960961998938,0,0,0,0
405,35,10.673388795988677,22.767582059458487,0,0,10,22,none,10.673388795988677,22.767582059458487,0,0,10,22,87.8960961998938,0,0,0,0
405,36,10.973186564419851,22.77859559856668,0,0,10,22,none,10.973186564419851,22.77859559856668,0,0,10,22,87.8960961998938,0,0,0,0
405,37,11.272984332851026,22.789609137674876,0,0,10,22,none,11.272984332851026,22.789609137674876,0,0,10,22,87.8960961998938,0,0,0,0
405,38,11.5727821012822,22.80062267678307,0,0,11,22,none,11.5727821012822,22.80062267678307,0,0,11,22,87.8960961998938,0,0,0,0
405,39,11.872579869713375,22.811636215891266,0,0,11,22,none,11.872579869713375,22.811636215891266,0,0,11,22,87.8960961998938,0,0,0,0
405,40,12.17237763814455,22.82264975499946,0,0,11,22,none,12.17237763814455,22.82264975499946,0,0,11,22,87.89609619989386,0,0,0,0
405,41,12.472175406575724,22.833663294107655,0,0,11,22,none,12.472175406575724,22.833663294107655,0,0,11,22,87.89609619989386,0,0,0,0
405,42,12.771973175006899,22.84467683321585,0,0,12,22,none,12.771973175006899,22.84467683321585,0,0,12,22,87.89609619989392,0,0,0,0
405,43,13.071770943438073,22.855690372324045,0,0,12,22,none,13.071770943438073,22.855690372324045,0,0,12,22,87.89609619989392,0,0,0,0
405,44,13.371568711869248,22.86670391143224,0,0,12,22,none,13.371568711869248,22.86670391143224,0,0,12,22,87.89609619989392,0,0,0,0
405,45,13.671366480300422,22.877717450540434,0,0,13,22,none,13.671366480300422,22.877717450540434,0,0,13,22,87.89609619989392,0,0,0,0
405,46,13.971164248731597,22.888730989648625,0,0,13,22,none,13.971164248731597,22.888730989648625,0,0,13,22,87.89609619989398,0,0,0,0
405,47,14.270962017162772,22.89974452875682,0,0,13,22,none,14.270962017162772,22.89974452875682,0,0,13,22,87.89609619989392,0,0,0,0
405,48,14.570759785593946,22.91075806786501,0,0,14,22,none,14.570759785593946,22.91075806786501,0,0,14,22,87.89609619989398,0,0,0,0
405,49,14.87055755402512,22.921771606973206,0,0,14,22,none,14.87055755402512,22.921771606973206,0,0,14,22,87.89609619989392,0,0,0,0
405,50,15.170355322456295,22.932785146081397,0,0,14,22,none,15.170355322456295,22.932785146081397,0,0,14,22,87.89609619989403,0,0,0,0
405,51,15.47015309088747,22.94379868518959,0,0,14,22,none,15.47015309088747,22.94379868518959,0,0,14,22,87.89609619989392,0,0,0,0
405,52,15.769950859318644,22.954812224297783,0,0,15,22,none,15.769950859318644,22.954812224297783,0,0,15,22,87.89609619989403,0,0,0,0
405,53,16.06974862774982,22.965825763405977,0,0,15,22,none,16.06974862774982,22.965825763405977,0,0,15,22,87.89609619989392,0,0,0,0
405,54,16.369546396180997,22.97683930251417,0,0,15,22,none,16.369546396180997,22.97683930251417,0,0,15,22,87.89609619989403,0,0,0,0
405,55,16.669344164612173,22.987852841622363,0,0,16,22,none,16.669344164612173,22.987852841622363,0,0,16,22,87.89609619989392,0,0,0,0
405,56,16.718569276923446,22.691918916027575,0,0,16,22,none,16.718569276923446,22.691918916027575,0,0,16,22,170.55599066805212,0,0,0,0
405,57,16.76779438923472,22.395984990432787,0,0,16,21,none,16.76779438923472,22.395984990432787,0,0,16,21,170.55599066805212,0,0,0,0
405,58,16.817019501545992,22.100051064838,0,0,16,21,none,16.817019501545992,22.100051064838,0,0,16,21,170.55599066805212,0,0,0,0
405,59,16.866244613857265,21.80411713924321,0,0,16,21,none,16.866244613857265,21.80411713924321,0,0,16,21,170.55599066805223,0,0,0,0
405,60,16.91546972616854,21.508183213648422,0,0,16,21,none,16.91546972616854,21.508183213648422,0,0,16,21,170.55599066805235,0,0,0,1
405,61,17.066644017258152,21.28474309235064,0,0,16,20,none,17.066644017258152,21.28474309235064,0,0,16,20,170.55599066805235,0,1,1,1
405,62,17.023091033615888,20.94585229030033,0,0,16,20,none,17.023091033615888,20.94585229030033,0,0,16,20,205.02575960233435,0,1,1,1
405,63,16.88347843790241,20.680318256477648,0,0,16,20,none,16.88347843790241,20.680318256477648,0,0,16,20,207.73451475584886,0,0,0,0
405,64,16.743865842188935,20.414784222654966,0,0,16,19,none,16.743865842188935,20.414784222654966,0,0,16,19,207.73451475584886,0,0,0,0
405,65,16.60425324647546,20.149250188832283,0,0,16,19,none,16.60425324647546,20.149250188832283,0,0,16,19,207.73451475584886,0,0,0,0
405,66,16.464640650761982,19.8837161550096,0,0,15,19,none,16.464640650761982,19.8837161550096,0,0,15,19,207.73451475584898,0,0,0,0
405,67,16.325028055048506,19.61818212118692,0,0,15,19,none,16.325028055048506,19.61818212118692,0,0,15,19,207.73451475584898,0,0,1,1
405,68,16.05378978337969,19.42655093673503,0,0,15,18,none,16.05378978337969,19.42655093673503,0,0,15,18,207.7345147558492,0,1,2,2
405,69,15.754531716861893,19.405465168453294,0,0,15,18,none,15.754531716861893,19.405465168453294,0,0,15,18,265.9695918009942,0,0,1,2
405,70,15.455273650344097,19.384379400171557,0,0,14,18,none,15.455273650344097,19.384379400171557,0,0,14,18,265.9695918009942,0,0,1,1
405,71,15.156015583826301,19.36329363188982,0,0,14,18,none,15.156015583826301,19.36329363188982,0,0,14,18,265.9695918009943,0,0,0,0
405,72,14.856757517308505,19.342207863608085,0,0,14,18,none,14.856757517308505,19.342207863608085,0,0,14,18,265.9695918009943,0,0,0,0
405,73,14.55749945079071,19.32112209532635,0,0,14,18,none,14.55749945079071,19.32112209532635,0,0,14,18,265.9695918009943,0,0,0,0
405,74,14.258241384272914,19.300036327044612,0,0,13,18,none,14.258241384272914,19.300036327044612,0,0,13,18,265.9695918009943,0,0,0,0
405,75,13.360467184719528,19.236779022199407,0,0,12,18,none,13.360467184719528,19.236779022199407,0,0,12,18,265.9695918009943,0,0,0,0
405,76,12.463438058130732,19.156587263022292,0,0,11,18,none,12.463438058130732,19.156587263022292,0,0,11,18,265.9695918009943,0,1,1,1
405,77,11.565250768668442,19.099494417162376,0,0,11,18,none,11.565250768668442,19.099494417162376,0,0,11,18,266.3629143727287,0,0,0,0
405,78,10.667063479206151,19.04240157130246,0,0,10,18,none,10.667063479206151,19.04240157130246,0,0,10,18,266.3629143727287,0,0,0,0
405,79,10.367667716052054,19.02337062268249,0,0,9,18,none,10.367667716052054,19.02337062268249,0,0,9,18,266.3629143727287,0,0,0,0
405,80,10.266234022294224,18.74103889267213,0,0,9,18,none,10.266234022294224,18.74103889267213,0,0,9,18,199.7619076120459,0,0,0,0
405,81,10.164800328536396,18.45870716266177,0,0,9,17,STAIR,41.164800328536394,18.45870716266177,1,1,9,17,199.76190761204566,0,0,0,0
405,82,41.06336663477857,18.176375432651408,1,1,9,17,none,41.06336663477857,18.176375432651408,1,1,9,17,199.76190761204543,0,0,0,0
405,83,41.244967283276,17.93758430118855,1,1,9,17,none,41.244967283276,17.93758430118855,1,1,9,17,142.74701229379275,0,0,0,0
405,84,41.42656793177343,17.698793169725693,1,1,9,17,none,41.42656793177343,17.698793169725693,1,1,9,17,142.74701229379275,0,0,0,0
405,85,41.608168580270856,17.460002038262836,1,1,10,16,none,41.608168580270856,17.460002038262836,1,1,10,16,142.74701229379275,0,0,0,0
405,86,41.789769228768286,17.22121090679998,1,1,10,16,none,41.789769228768286,17.22121090679998,1,1,10,16,142.74701229379275,0,0,0,0
